Ax,Ay,Az,Gx,Gy,Gz,Label
0.5201401050788093,0.5275275275275274,0.7525025025025025,0.5018923208399463,0.4952229799257024,0.4997854788356559,0
0.5206404803602703,0.5275275275275274,0.7522522522522521,0.5018469749027679,0.4951462406474005,0.4997401328984774,0
0.5206404803602703,0.5275275275275274,0.7527527527527527,0.5018312782322061,0.4952090273296475,0.49971048363186077,0
0.5206404803602703,0.528028028028028,0.7527527527527527,0.5018609274988227,0.495100894710222,0.4997261803024225,0
0.5201401050788093,0.5272772772772771,0.7522522522522521,0.5017859322950277,0.4952683258628809,0.4997261803024225,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5018469749027679,0.495177633988524,0.4997854788356559,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5018312782322061,0.4952386765962642,0.49977152623960097,0
0.5208906680010009,0.5275275275275274,0.7527527527527527,0.5018312782322061,0.4952090273296475,0.4997401328984774,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018469749027679,0.4952386765962642,0.4997558295690392,0
0.5206404803602703,0.5277777777777777,0.7527527527527527,0.5018609274988227,0.4950851980396603,0.49977152623960097,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5019219701065629,0.4952386765962642,0.49971048363186077,0
0.5206404803602703,0.5277777777777777,0.7527527527527527,0.5018609274988227,0.4951462406474005,0.49971048363186077,0
0.5201401050788093,0.5275275275275274,0.752002002002002,0.5018469749027679,0.4952090273296475,0.4997558295690392,0
0.5198899174380787,0.5277777777777777,0.7530030030030029,0.5018766241693845,0.4952229799257024,0.4998011755062176,0
0.5206404803602703,0.5275275275275274,0.7527527527527527,0.5018609274988227,0.4952386765962642,0.499694786961299,0
0.5203902927195397,0.5275275275275274,0.7525025025025025,0.5018155815616443,0.4951619373179622,0.4997401328984774,0
0.5203902927195397,0.5275275275275274,0.7525025025025025,0.5018016289655894,0.495177633988524,0.4997261803024225,0
0.5203902927195397,0.5275275275275274,0.752002002002002,0.5018155815616443,0.4952386765962642,0.49977152623960097,0
0.5203902927195397,0.5277777777777777,0.7530030030030029,0.5018016289655894,0.4951462406474005,0.4997261803024225,0
0.5206404803602703,0.5277777777777777,0.7522522522522521,0.5018155815616443,0.4951933306590858,0.499694786961299,0
0.5203902927195397,0.5275275275275274,0.752002002002002,0.5018016289655894,0.4951933306590858,0.4997261803024225,0
0.5201401050788093,0.5275275275275274,0.752002002002002,0.5019080175105081,0.4952386765962642,0.4997261803024225,0
0.5203902927195397,0.5275275275275274,0.7530030030030029,0.5018469749027679,0.49513228805134557,0.4997854788356559,0
0.5206404803602703,0.5272772772772771,0.7522522522522521,0.5018766241693845,0.4952229799257024,0.49971048363186077,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5018469749027679,0.495177633988524,0.49971048363186077,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018312782322061,0.4951619373179622,0.4997558295690392,0
0.5206404803602703,0.5275275275275274,0.7530030030030029,0.5019080175105081,0.4951933306590858,0.49977152623960097,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018469749027679,0.4952229799257024,0.49971048363186077,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018923208399463,0.495254373266826,0.4997558295690392,0
0.5203902927195397,0.5275275275275274,0.7525025025025025,0.5018312782322061,0.4952229799257024,0.4997401328984774,0
0.5203902927195397,0.5277777777777777,0.7530030030030029,0.5017859322950277,0.49513228805134557,0.4997261803024225,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018609274988227,0.4952229799257024,0.4997558295690392,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018609274988227,0.4952683258628809,0.49971048363186077,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5017859322950277,0.4951165913807838,0.49977152623960097,0
0.5203902927195397,0.5277777777777777,0.7530030030030029,0.5018469749027679,0.4951933306590858,0.4996790902907372,0
0.5206404803602703,0.5277777777777777,0.7532532532532532,0.5018016289655894,0.4951933306590858,0.49971048363186077,0
0.5201401050788093,0.5272772772772771,0.752002002002002,0.5018312782322061,0.4952386765962642,0.49971048363186077,0
0.5206404803602703,0.5275275275275274,0.7527527527527527,0.5018312782322061,0.4951462406474005,0.49971048363186077,0
0.5203902927195397,0.5275275275275274,0.7527527527527527,0.5019080175105081,0.4952683258628809,0.4996651376946823,0
0.5203902927195397,0.5277777777777777,0.7530030030030029,0.5018609274988227,0.4951619373179622,0.4997854788356559,0
0.5203902927195397,0.5275275275275274,0.752002002002002,0.5018469749027679,0.4952090273296475,0.49971048363186077,0
0.5208906680010009,0.5275275275275274,0.7525025025025025,0.5018469749027679,0.4952229799257024,0.4998779147845196,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018016289655894,0.4951933306590858,0.4997401328984774,0
0.5206404803602703,0.5277777777777777,0.7525025025025025,0.5018469749027679,0.49513228805134557,0.4997558295690392,0
0.5201401050788093,0.5277777777777777,0.7525025025025025,0.5018312782322061,0.4951933306590858,0.49971048363186077,0
0.5203902927195397,0.5277777777777777,0.7525025025025025,0.5018923208399463,0.49513228805134557,0.499694786961299,0
0.5203902927195397,0.5277777777777777,0.7525025025025025,0.5018469749027679,0.4952090273296475,0.4997854788356559,0
0.5203902927195397,0.5277777777777777,0.7527527527527527,0.5018155815616443,0.4951165913807838,0.4997854788356559,0
0.5203902927195397,0.5272772772772771,0.7522522522522521,0.5018155815616443,0.4952997192040044,0.4996790902907372,0
0.5203902927195397,0.5275275275275274,0.7527527527527527,0.5017702356244659,0.4951462406474005,0.4996651376946823,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5017545389539041,0.4952229799257024,0.4997401328984774,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5018016289655894,0.495177633988524,0.4997558295690392,0
0.5201401050788093,0.5277777777777777,0.7525025025025025,0.5018016289655894,0.4952229799257024,0.4996790902907372,0
0.5203902927195397,0.5275275275275274,0.7527527527527527,0.5018923208399463,0.4951165913807838,0.4996790902907372,0
0.5201401050788093,0.5275275275275274,0.7530030030030029,0.5018155815616443,0.4951462406474005,0.4997261803024225,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018016289655894,0.4952090273296475,0.49971048363186077,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5017702356244659,0.4951619373179622,0.4997558295690392,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018766241693845,0.4951619373179622,0.4998482655179029,0
0.5203902927195397,0.528028028028028,0.7527527527527527,0.5018155815616443,0.4951619373179622,0.4996790902907372,0
0.5206404803602703,0.5277777777777777,0.7527527527527527,0.5018312782322061,0.4951933306590858,0.4997261803024225,0
0.5203902927195397,0.5275275275275274,0.7522522522522521,0.5018312782322061,0.495177633988524,0.4997854788356559,0
0.5201401050788093,0.5275275275275274,0.752002002002002,0.5019376667771247,0.4951462406474005,0.4998011755062176,0
0.5203902927195397,0.5275275275275274,0.7527527527527527,0.5018016289655894,0.4951619373179622,0.4997558295690392,0
0.5203902927195397,0.5275275275275274,0.7525025025025025,0.5018609274988227,0.4952229799257024,0.4998011755062176,0
0.5203902927195397,0.5275275275275274,0.7525025025025025,0.5018016289655894,0.4952229799257024,0.499694786961299,0
0.5203902927195397,0.5275275275275274,0.7525025025025025,0.5018016289655894,0.4951462406474005,0.4997401328984774,0
0.5206404803602703,0.5275275275275274,0.7527527527527527,0.5018155815616443,0.4952090273296475,0.4997401328984774,0
0.5206404803602703,0.5275275275275274,0.7525025025025025,0.5018469749027679,0.4951462406474005,0.4997558295690392,0
0.5203902927195397,0.5275275275275274,0.7527527527527527,0.5019219701065629,0.4952229799257024,0.4997401328984774,0
0.5201401050788093,0.5272772772772771,0.7525025025025025,0.5017859322950277,0.495177633988524,0.49977152623960097,0
0.5201401050788093,0.5277777777777777,0.7525025025025025,0.5018469749027679,0.4951619373179622,0.4996790902907372,0
0.5203902927195397,0.5277777777777777,0.7527527527527527,0.5017702356244659,0.4951165913807838,0.499694786961299,0
